def,nargs,fun,corefun,id,sym,quoted help,transform
@def,0,capacitors,CapacitorsIF,2,kvar,"""Total bank kvar, distributed equally among phases and steps""",
@def,1,capacitors,CapacitorsIF,3,kvar,"""Set the total bank kvar, distributed equally among phases and steps""",
@def,0,capacitors,CapacitorsIS,0,Name,"""The name of the active capacitor""",
@def,1,capacitors,CapacitorsIS,1,Name,"""Sets the active capacitor by name""",
@def,0,capacitors,CapacitorsIV,0,AllNames,"""All capacitor names in the circuit""",
@def,0,capacitors,CapacitorsIV,1,States,"""A vector of  integers [0..numsteps?1] indicating state of each step; if value is ?1 an error has occurred.""",
@def,0,capcontrols,CapControlsI,0,First,"""Sets the first CapControl active; returns 0 if none""",
@def,0,capcontrols,CapControlsI,1,Next,"""Sets the next CapControl active; returns 0 if no more""",
@def,0,capcontrols,CapControlsI,2,Mode,"""Type of automatic controller; for meaning, see CapControlModes""",
@def,1,capcontrols,CapControlsI,3,Mode,"""Set the type of automatic controller; for choices, see CapControlModes""",
@def,0,capcontrols,CapControlsI,4,MonitoredTerm,"""Terminal number on the element that PT and CT are connected to""",
@def,1,capcontrols,CapControlsI,5,MonitoredTerm,"""Set the terminal number on the element that PT and CT are connected to""",
@def,0,capcontrols,CapControlsI,6,UseVoltOverride,"""Bool flag that enables Vmin and Vmax to override the control mode""",_ == 1
@def,1,capcontrols,CapControlsI,7,UseVoltOverride,"""Set the Bool flag that enables Vmin and Vmax to override the control mode""",
@def,0,capcontrols,CapControlsI,8,Count,"""Number of CapControls in the active circuit""",
@def,0,capcontrols,CapControlsF,0,CTRatio,"""Transducer ratio from primary current to control current""",
@def,1,capcontrols,CapControlsF,1,CTRatio,"""Set the transducer ratio from primary current to control current""",
@def,0,capcontrols,CapControlsF,2,PTRatio,"""Transducer ratio from primary voltage to control voltage""",
@def,1,capcontrols,CapControlsF,3,PTRatio,"""Set the transducer ratio from primary voltage to control voltage""",
@def,0,capcontrols,CapControlsF,4,ONSetting,"""Threshold to arm or switch on a step; see Mode for units""",
@def,1,capcontrols,CapControlsF,5,ONSetting,"""Set the threshold to arm or switch on a step; see Mode for units""",
@def,0,capcontrols,CapControlsF,6,OFFSetting,"""Threshold to switch off a step; see the particular CapControlModes option for units""",
@def,1,capcontrols,CapControlsF,7,OFFSetting,"""Set the threshold to switch off a step; see the particular CapControlModes option for units""",
@def,0,capcontrols,CapControlsF,8,Vmax,"""With VoltOverride, switch off whenever PT voltage exceeds this level""",
@def,1,capcontrols,CapControlsF,9,Vmax,"""Set Vmax; with VoltOverride, switch off whenever PT voltage exceeds this level""",
@def,0,capcontrols,CapControlsF,10,Vmin,"""With VoltOverride, switch on whenever PT voltage drops below this level""",
@def,1,capcontrols,CapControlsF,11,Vmin,"""Set Vmin; with VoltOverride, switch on whenever PT voltage drops below this level""",
@def,0,capcontrols,CapControlsF,12,Delay,"""Time delay [s] to switch on after arming; control may reset before actually
switching""",
@def,1,capcontrols,CapControlsF,13,Delay,"""Set the time delay [s] to switch on after arming; control may reset before actually
switching""",
@def,0,capcontrols,CapControlsF,14,DelayOff,"""Time delay [s] before switching off a step; control may reset before actually
switching""",
@def,1,capcontrols,CapControlsF,15,DelayOff,"""Set the time delay [s] before switching off a step; control may reset before actually
 switching""",
@def,0,capcontrols,CapControlsS,0,Name,"""The name of the active CapControl""",
@def,1,capcontrols,CapControlsS,1,Name,"""Set the active CapControl by name""",
@def,0,capcontrols,CapControlsS,2,Capacitor,"""Name of the Capacitor that is controlled""",
@def,1,capcontrols,CapControlsS,3,Capacitor,"""Set the Capacitor (by name) that is controlled""",
@def,0,capcontrols,CapControlsS,4,MonitoredObj,"""Full name of the element that PT and CT are connected to""",
@def,1,capcontrols,CapControlsS,5,MonitoredObj,"""Set the element (by full name) that PT and CT are connected to""",
@def,0,capcontrols,CapControlsV,0,AllNames,"""Names of all CapControls in the circuit""",
@def,0,circuit,CircuitI,0,NumCktElements,"""Number of CktElements in the circuit""",
@def,0,circuit,CircuitI,1,NumBuses,"""Total number of Buses in the circuit""",
@def,0,circuit,CircuitI,2,NumNodes,"""Total number of Nodes in the circuit""",
@def,0,circuit,CircuitI,3,FirstPCElement,"""Sets the first enabled Power Conversion (PC) element in the circuit to be active; if not successful returns a 0""",
@def,0,circuit,CircuitI,4,NextPCElement,"""Sets the next enabled Power Conversion (PC) element in the circuit to be active; if not successful returns a 0""",
@def,0,circuit,CircuitI,5,FirstPDElement,"""Sets the first enabled Power Delivery (PD) element in the circuit to be active; if not successful returns a 0""",
@def,0,circuit,CircuitI,6,NextPDElement,"""Sets the next enabled Power Delivery (PD) element in the circuit to be active; if not successful returns a 0""",
@def,0,circuit,CircuitI,7,Sample,"""Force all Meters and Monitors to take a sample""",
@def,0,circuit,CircuitI,8,SaveSample,"""Force all meters and monitors to save their current buffers""",
@def,1,circuit,CircuitI,9,SetActiveBusi,"""Sets the active bus by integer index. The index is 0 based. That is, the first bus has an index of 0. Returns -1 if an error occurs.""",
@def,0,circuit,CircuitI,10,FirstElement,"""Sets First element of active class to be the Active element in the active circuit. Returns 0 if none.""",
@def,0,circuit,CircuitI,11,NextElement,"""Sets the next element of the active class to be the active element in the active circuit. Returns 0 if no more elements.""",
@def,0,circuit,CircuitI,12,UpdateStorage,"""Forces update to all storage classes. Typically done after a solution. Done automatically in intrinsic solution modes.""",
@def,0,circuit,CircuitI,13,ParentPDElement,"""Sets Parent PD element, if any, to be the active circuit element and returns index>0; Returns 0 if it fails or not applicable.""",
@def,0,circuit,CircuitI,14,EndOfTimeStepUpdate,"""Calls EndOfTimeStepCleanup in SolutionAlgs""",
@def,0,circuit,CircuitF,0,Capacity,"""Executes the DSS capacity function. Start is the per unit load multiplier for the current year at which to start the search. Increment is the per unit value by which the load increments for each step of the analysis. The program sets the load at the Start value the PRESENT YEAR (including growth) and increments the load until something in the
circuit reports an overload or undervoltage violation. The function returns the total load at which the violation occurs or the peak load for the present year if no violations.""",
@def,0,circuit,CircuitS,0,Name,"""Name of the active circuit""",
@def,1,circuit,CircuitS,1,Disable,"""Disable a circuit element by name (full name).""",
@def,1,circuit,CircuitS,2,Enable,"""Enable a circuit element by name (full name).""",
@def,1,circuit,CircuitS,3,SetActiveElement,"""""",
@def,1,circuit,CircuitS,4,SetActiveBus,"""Sets the active bus by name. Returns a 0 based index of the bus to use for future direct indexing of bus values returned in arrays. Returns -1 if an error occurs.""",
@def,1,circuit,CircuitS,5,SetActiveClass,"""Sets the active class by name.  Use FirstElement, NextElement to iterate through the class. Returns ?1 if fails.""",
@def,0,circuit,CircuitV,0,Losses,"""Watt and var losses in the entire circuit, complex""",cmplx(_)[1]
@def,0,circuit,CircuitV,1,LineLosses,"""Watt and var losses in all the Line elements in the circuit, complex""",cmplx(_)[1]
@def,0,circuit,CircuitV,2,SubstationLosses,"""Watt and var losses in all the Transformer elements in the circuit that are designated as substations""",cmplx(_)[1]
@def,0,circuit,CircuitV,3,TotalPower,"""Returns the total power in kW and kvar supplied to the circuit by all Vsource and Isource objects. Does not include Generator objects. Complex.""",cmplx(_)[1]
@def,0,circuit,CircuitV,4,AllBusVolts,"""Returns the voltage (complex) for every node in the circuit as a complex vector. The order of the array is the same as AllNodeNames property. The array is constructed bus-by-bus and then by node at each bus. Thus, all nodes from each bus are grouped together.""",cmplx(_)
@def,0,circuit,CircuitV,5,AllBusVMag,"""Similar to AllBusVolts except magnitude only (in actual volts). Returns the voltage (magnitude) for every node in the circuit as a complex vector.""",
@def,0,circuit,CircuitV,6,AllElementNames,"""The names of all elements""",
@def,0,circuit,CircuitV,7,AllBusNames,"""The names of all buses in the system. See `:AllNodeNames`.""",
@def,0,circuit,CircuitV,8,AllElementLosses,"""Returns the watt and var losses in each element of the system as a complex vector. Order is the same as AllElementNames.""",
@def,0,circuit,CircuitV,9,AllBusMagPu,"""Similar to AllBusVmag except that the magnitudes are reported in per unit for all buses with kVBase defined.""",
@def,0,circuit,CircuitV,10,AllNodeNames,"""Returns the names of all nodes (busname.nodenumber) in the same order as AllBusVolts, AllBusVmag, and AllBusVMagPu""",
@def,0,circuit,CircuitV,11,SystemY,"""Return the System Y matrix as a complex (dense) matrix""",cmplx(_)
@def,0,circuit,CircuitV,12,AllBusDistances,"""Returns all distances from a bus to its parent EnergyMeter element, which is generally in the substation, as a variant array of doubles. Order corresponds to that of all bus properties.""",
@def,0,circuit,CircuitV,13,AllNodeDistances,"""Returns the distance from all nodes to the parent energy meter that match the designated phase number. Returns a vector of doubles. Matches the order of AllNodeNamesByPhase, AllNodeVmagByPhase, AllNodeVmagPUByPhase.""",
@def,0,circuit,CircuitV,14,AllNodeVmagByPhase,"""Returns variant array of doubles represent the voltage magnitudes for each node whose phase designator matches the specified Phase.""",
@def,0,circuit,CircuitV,15,AllNodeVmagPUByPhase,"""Per unit version of AllNodeVmagByPhase""",
@def,0,circuit,CircuitV,16,AllNodeDistancesByPhase,"""Returns the distance from all nodes to the parent energy meter that match the designated phase number. Returns a vector. Matches the order of AllNodeNamesByPhase, AllNodeVmagByPhase, AllNodeVmagPUByPhase.""",
@def,0,circuit,CircuitV,17,AllNodeNamesByPhase,"""Returns a variant array of strings in order corresponding to AllNodeDistancesByPhase, AllNodeVmagByPhase, AllNodeVmagPUByPhase. Returns only those names whose phase designator matches the specified Phase.""",
@def,0,circuit,CircuitV,18,YNodeVArray,"""Complex array of actual node voltages in same order as SystemY matrix.""",cmplx(_)
@def,0,circuit,CircuitV,19,YNodeOrder,"""The names of the nodes in the same order as the Y matrix""",
@def,0,circuit,CircuitV,20,YCurrents,"""Vector of doubles containing complex injection currents for the present solution.""",cmplx(_)
@def,0,cktelement,CktElementI,0,NumTerminals,"""Number of Terminals on this Circuit Element""",
@def,0,cktelement,CktElementI,1,NumConductors,"""Number of Conductors per Terminal""",
@def,0,cktelement,CktElementI,2,NumPhases,"""Number of phases""",
@def,0,cktelement,CktElementI,3,Open,"""Open the specified terminal and phase, if non?zero.  Else all conductors at terminal.""",
@def,0,cktelement,CktElementI,4,Close,"""Close the specified terminal and phase, if non?zero.  Else all conductors at terminal.""",
@def,0,cktelement,CktElementI,5,IsOpen,"""Bool indicating if the specified terminal and, optionally, phase is open.""",_ == 1
@def,0,cktelement,CktElementI,6,NumProperties,"""Number of Properties this Circuit Element.""",
@def,0,cktelement,CktElementI,7,HasSwitchControl,"""Bool indicating whether this element has a SwtControl attached.""",_ == 1
@def,0,cktelement,CktElementI,8,HasVoltControl,"""This element has a CapControl or RegControl attached.""",_ == 1
@def,0,cktelement,CktElementI,9,NumControls,"""Number of controls connected to this device. Use to determine valid range for index into Controller array.""",
@def,0,cktelement,CktElementI,10,OCPDevIndex,"""Index into Controller list of OCP Device controlling this CktElement""",
@def,0,cktelement,CktElementI,11,OCPDevType,"""0=None; 1=Fuse; 2=Recloser; 3=Relay;  Type of OCP controller device""",
@def,0,cktelement,CktElementI,12,Enabled,"""Element is enabled""",_ == 1
@def,1,cktelement,CktElementI,13,Enabled,"""Enable the active circuit element""",
@def,0,cktelement,CktElementF,0,NormalAmps,"""Normal ampere rating for PD Elements""",
@def,1,cktelement,CktElementF,1,NormalAmps,"""Set the normal ampere rating for PD Elements""",
@def,0,cktelement,CktElementF,2,EmergAmps,"""Emergency Ampere Rating for PD elements""",
@def,1,cktelement,CktElementF,3,EmergAmps,"""Set the emergency Ampere Rating for PD elements""",
@def,0,cktelement,CktElementF,4,Variablei,"""For PCElement, get the value of a variable by integer index.""",
@def,0,cktelement,CktElementS,0,Name,"""Full Name of Active Circuit Element""",
@def,0,cktelement,CktElementS,1,DisplayName,"""Display name of the object (not necessarily unique)""",
@def,1,cktelement,CktElementS,2,DisplayName,"""Set the display name of the object (not necessarily unique)""",
@def,0,cktelement,CktElementS,3,GUID,"""Globally unique identifier for this object""",
@def,0,cktelement,CktElementS,4,EnergyMeter,"""Name of the Energy Meter this element is assigned to""",
@def,0,cktelement,CktElementS,5,Controller,"""Full name of the i?th controller attached to this element. Ex: str = Controller""",
@def,0,cktelement,CktElementV,0,BusNames,"""Get  Bus definitions to which each terminal is connected. 0?based array.""",
#@def,1,cktelement,CktElementV,1,BusNames,"""Set  Bus definitions to which each terminal is connected. 0?based array.""",
@def,0,cktelement,CktElementV,2,Voltages,"""Complex array of voltages at terminals""",cmplx(_)
@def,0,cktelement,CktElementV,3,Currents,"""Complex array of currents into each conductor of each terminal""",cmplx(_)
@def,0,cktelement,CktElementV,4,Powers,"""Complex array of powers into each conductor of each terminal""",cmplx(_)
@def,0,cktelement,CktElementV,5,Losses,"""Total losses in the element: two?element complex array""",cmplx(_)
@def,0,cktelement,CktElementV,6,PhaseLosses,"""Complex array of losses by phase""",cmplx(_)
@def,0,cktelement,CktElementV,7,SeqVoltages,"""Double array of symmetrical component voltages at each 3?phase terminal""",
@def,0,cktelement,CktElementV,8,SeqCurrents,"""Double array of symmetrical component currents into each 3?phase terminal""",
@def,0,cktelement,CktElementV,9,SeqPowers,"""Double array of sequence powers into each 3?phase teminal""",cmplx(_)
@def,0,cktelement,CktElementV,10,AllPropertyNames,"""All property names of the active device.""",
@def,0,cktelement,CktElementV,11,Residuals,"""Residual currents for each terminal: (mag, angle)""",reshape2(_)
@def,0,cktelement,CktElementV,12,YPrim,"""YPrim matrix, column order, complex numbers""",reshapemat(cmplx(_))
@def,0,cktelement,CktElementV,13,CplxSeqVoltages,"""Complex double array of Sequence Voltage for all terminals of active circuit element.""",cmplx(_)
@def,0,cktelement,CktElementV,14,CplxSeqCurrents,"""Complex double array of Sequence Currents for all conductors of all terminals of active circuit element.""",cmplx(_)
@def,0,cktelement,CktElementV,15,AllVariableNames,"""Variant array of strings listing all the published variable names, if a PCElement. Otherwise, null string.""",
@def,0,cktelement,CktElementV,16,AllVariableValues,"""Values of state variables of active element if PC element.""",
@def,0,cktelement,CktElementV,17,NodeOrder,"""Node numbers (representing phases, for example)""",
@def,0,cktelement,CktElementV,18,CurrentsMagAng,"""Currents in magnitude, angle format as a variant array of doubles.""",reshape2(_)
@def,0,cktelement,CktElementV,19,VoltagesMagAng,"""Voltages at each conductor in magnitude, angle form as variant array of doubles.""",reshape2(_)
@def,0,ctrlqueue,CtrlQueueI,0,ClearQueue,"""Clear the control queue.""",
@def,0,ctrlqueue,CtrlQueueI,1,Delete,"""Delete a control action from the DSS control queue by referencing the handle of the action""",
@def,0,ctrlqueue,CtrlQueueI,2,NumActions,"""Number of Actions on the current actionlist (that have been popped off the control queue by CheckControlActions""",
@def,1,ctrlqueue,CtrlQueueI,3,Action,"""Set the active action by index""",
@def,0,ctrlqueue,CtrlQueueI,4,ActionCode,"""Code for the active action. Long integer code to tell the control device what to do.""",
@def,0,ctrlqueue,CtrlQueueI,5,DeviceHandle,"""Handle (User defined)""",
@def,0,ctrlqueue,CtrlQueueI,6,Push,"""Push a control action onto the DSS control queue by time, action code, and device handle (user defined).""",
@def,0,ctrlqueue,CtrlQueueI,7,Show,"""Show the entire control queue in CSV format""",
@def,0,ctrlqueue,CtrlQueueI,8,ClearActions,"""Clear the Action list.""",
@def,0,ctrlqueue,CtrlQueueI,9,PopAction,"""Pops next action off the action list and makes it the active action. Returns zero if none.""",
@def,0,element,DSSElementI,0,NumProperties ,"""Number of Properties for the active DSS object.""",
@def,0,element,DSSElementS,0,Name,"""Full Name of Active DSS Object (general element or circuit element)""",
@def,0,element,DSSElementV,0,AllPropertyNames,"""The names of all properties for the active DSS object.""",
@def,0,executive,DSSExecutiveI,0,NumCommands,"""Number of DSS Executive Commands""",
@def,0,executive,DSSExecutiveI,1,NumOptions,"""Number of DSS Executive Options""",
@def,1,executive,DSSExecutiveS,0,Command,"""Get i?th command (with i as a string)""",
@def,1,executive,DSSExecutiveS,1,Option,"""Get i?th option (with i as a string)""",
@def,1,executive,DSSExecutiveS,2,CommandHelp,"""Get help string for i?th command (with i as a string)""",
@def,1,executive,DSSExecutiveS,3,OptionHelp,"""Get help string for i?th option (with i as a string)""",
@def,1,executive,DSSExecutiveS,4,OptionValue,"""Get present value of i?th option (with i as a string)""",
@def,0,progress,DSSProgressI,0,PctProgress,"""Percent progress to indicate [0..100]""",
@def,0,progress,DSSProgressI,1,Show,"""Shows progress form with null caption and progress set to zero.""",
@def,0,progress,DSSProgressI,2,Close,"""Close the progress form.""",
@def,0,progress,DSSProgressS,0,Caption ,"""Caption to appear on the bottom of the DSS Progress form.""",
@def,0,fuses,FusesI,0,Count,"""Number of Fuse elements in the circuit""",
@def,0,fuses,FusesI,1,First,"""Set the first Fuse to be the active fuse. Returns 0 if none.""",
@def,0,fuses,FusesI,2,Next,"""Advance the active Fuse element pointer to the next fuse. Returns 0 if no more fuses.""",
@def,0,fuses,FusesI,3,MonitoredTerm,"""Terminal number to which the fuse is connected.""",
@def,1,fuses,FusesI,4,MonitoredTerm,"""Set the terminal number to which the fuse is connected.""",
@def,0,fuses,FusesI,5,Open,"""Manual opening of fuse""",
@def,0,fuses,FusesI,6, Close,"""Close the fuse back in and reset.""",
@def,0,fuses,FusesI,7,IsBlown,"""Current state of the fuses. TRUE if any fuse on any phase is blown. Else FALSE.""",
@def,0,fuses,FusesI,8, Idx,"""Get/set active fuse by index into the list of fuses. 1 based: 1..count""",
@def,1,fuses,FusesI,9, Idx,"""Set Fuse active by index into the list of fuses. 1..count""",
@def,0,fuses,FusesI,10,NumPhases,"""Number of phases, this fuse.""",
@def,0,fuses,FusesF,0,RatedCurrent,"""Multiplier or actual amps for the TCCcurve object. Defaults to 1.0. Multipliy current values of TCC curve by this to get actual amps.""",
@def,1,fuses,FusesF,1,RatedCurrent,"""Set the multiplier or actual amps for the TCCcurve object. Defaults to 1.0. Multipliy current values of TCC curve by this to get actual amps.""",
@def,0,fuses,FusesS,0,Name,"""Get the name of the active Fuse element""",
@def,1,fuses,FusesS,1,Name,"""Set the name of the active Fuse element""",
@def,0,fuses,FusesS,2,MonitoredObj,"""Full name of the circuit element to which the fuse is connected.""",
@def,1,fuses,FusesS,3,MonitoredObj,"""Set the full name of the circuit element to which the fuse is connected.""",
@def,0,fuses,FusesS,4,SwitchedObj,"""Full name of the circuit element switch that the fuse controls. Defaults to the MonitoredObj.""",
@def,1,fuses,FusesS,5,SwitchedObj,"""Set the full name of the circuit element switch that the fuse controls. Defaults to the MonitoredObj.""",
@def,0,fuses,FusesS,6,TCCCurve,"""Name of the TCCcurve object that determines fuse blowing.""",
@def,1,fuses,FusesS,7,TCCCurve,"""Set the name of the TCCcurve object that determines fuse blowing.""",
@def,0,fuses,FusesV,0,AllNames,""" Names of all Fuses in the circuit""",
@def,0,generators,GeneratorsI,0,First,"""Sets first Generator to be active.  Returns 0 if none.""",
@def,0,generators,GeneratorsI,1,Next,"""Sets next Generator to be active.  Returns 0 if no more.""",
@def,0,generators,GeneratorsI,2,ForcedON,"""Indicates whether the generator is forced ON regardles of other dispatch criteria.""",
@def,1,generators,GeneratorsI,3,ForcedON,"""Sets indication whether the generator is forced ON regardles of other dispatch criteria.""",
@def,0,generators,GeneratorsI,4,Phases,"""Number of phases""",
@def,1,generators,GeneratorsI,5,Phases,"""Set the number of phases""",
@def,0,generators,GeneratorsI,6,Count,"""Number of Generator Objects in Active Circuit""",
@def,0,generators,GeneratorsI,7,Idx,"""Get/Set active Generator by index into generators list.  1..Count""",
@def,1,generators,GeneratorsI,8,Idx,"""Set active Generator by index into generators list.  1..Count""",
@def,0,generators,GeneratorsI,9,Model,"""Generator model""",
@def,1,generators,GeneratorsI,10,Model,"""Set the Generator model""",
@def,0,generators,GeneratorsF,0,kV,"""Voltage base for the active generator, kV""",
@def,1,generators,GeneratorsF,1,kV,"""Set the voltage base for the active generator, kV""",
@def,0,generators,GeneratorsF,2,kW,"""kW output for the active generator. kvar is updated for current power factor.""",
@def,1,generators,GeneratorsF,3,kW,"""Set the kW output for the active generator. kvar is updated for current power factor.""",
@def,0,generators,GeneratorsF,4,kvar,"""kvar output for the active generator. Updates power factor based on present kW value.""",
@def,1,generators,GeneratorsF,5,kvar,"""Set the kvar output for the active generator. Updates power factor based on present kW value.""",
@def,0,generators,GeneratorsF,6,PF,"""Power factor (pos. = producing vars)""",
@def,1,generators,GeneratorsF,7,PF,"""Set the power factor (pos. = producing vars)""",
@def,0,generators,GeneratorsF,8,kVARated,"""""",
@def,1,generators,GeneratorsF,9,kVARated,"""""",
@def,0,generators,GeneratorsF,10,Vmaxpu,"""""",
@def,1,generators,GeneratorsF,11,Vmaxpu,"""""",
@def,0,generators,GeneratorsF,12,Vminpu,"""""",
@def,1,generators,GeneratorsF,13,Vminpu,"""""",
@def,0,generators,GeneratorsS,0,Name,"""Active generator name.""",
@def,1,generators,GeneratorsS,1,Name,"""Sets a generator active by name.""",
@def,0,generators,GeneratorsV,0,AllNames,"""All generator names""",
@def,0,generators,GeneratorsV,1,RegisterNames,"""Array of Names of all generator energy meter registers""",
@def,0,generators,GeneratorsV,2,RegisterValues,"""Array of valus in generator energy meter registers.""",
@def,0,properties,DSSPropertiesS,0,Name,"""""",
@def,0,properties,DSSPropertiesS,1,Description,"""""",
